nodeName	altName	nodeAttr[nodesPresent, ]
NIT1	NIT1	darkred
PIK3R2	PIK3R2	darkred
TRA2B	TRA2B	darkred
CHMP7	CHMP7	darkred
ACADS	ACADS	darkred
SNX12	SNX12	darkred
ABHD12	ABHD12	darkred
ESRRA	ESRRA	darkred
SSRP1	SSRP1	darkred
ZDHHC24	ZDHHC24	darkred
INTS6	INTS6	darkred
APEH	APEH	darkred
DCUN1D4	DCUN1D4	darkred
SIRT7	SIRT7	darkred
RPS6KB2	RPS6KB2	darkred
ABCF3	ABCF3	darkred
BAX	BAX	darkred
PLD2	PLD2	darkred
RNF167	RNF167	darkred
MST1R	MST1R	darkred
EEF2	EEF2	darkred
BIRC2	BIRC2	darkred
EIF3F	EIF3F	darkred
