nodeName	altName	nodeAttr[nodesPresent, ]
PCDH7	PCDH7	magenta
CASP5	CASP5	magenta
TVP23C-CDRT4///CDRT4	TVP23C-CDRT4///CDRT4	magenta
F5	F5	magenta
R3HDM4	R3HDM4	magenta
S100A3	S100A3	magenta
LOC254896///TNFRSF10C	LOC254896///TNFRSF10C	magenta
ZBTB39	ZBTB39	magenta
SIGLEC5	SIGLEC5	magenta
MMP25	MMP25	magenta
CDK15	CDK15	magenta
CHST15	CHST15	magenta
SFMBT1	SFMBT1	magenta
AREL1	AREL1	magenta
OSTF1	OSTF1	magenta
ELOF1	ELOF1	magenta
ZNF438///ZNF438	ZNF438///ZNF438	magenta
DLG2	DLG2	magenta
CYSLTR2	CYSLTR2	magenta
SGTB	SGTB	magenta
SLC9A8	SLC9A8	magenta
GYG1	GYG1	magenta
RHOG	RHOG	magenta
SNX11	SNX11	magenta
ECRP///ECRP	ECRP///ECRP	magenta
LINC00174	LINC00174	magenta
TPM3P9	TPM3P9	magenta
TMED4	TMED4	magenta
NLRP12	NLRP12	magenta
CARD6	CARD6	magenta
NADK	NADK	magenta
CIDEB	CIDEB	magenta
FBXO31	FBXO31	magenta
CDA	CDA	magenta
DGAT2	DGAT2	magenta
ZNF445	ZNF445	magenta
SMYD3	SMYD3	magenta
SFRP1	SFRP1	magenta
KIAA0907	KIAA0907	magenta
SNX18	SNX18	magenta
LBR	LBR	magenta
GOPC	GOPC	magenta
ADCYAP1	ADCYAP1	magenta
TECPR2	TECPR2	magenta
SARAF	SARAF	magenta
XPR1	XPR1	magenta
UHRF2	UHRF2	magenta
MGMT	MGMT	magenta
HAL	HAL	magenta
CLNS1A	CLNS1A	magenta
PAK2	PAK2	magenta
