nodeName	altName	nodeAttr[nodesPresent, ]
KCNJ5	KCNJ5	yellow
MKNK2	MKNK2	yellow
SEL1L3	SEL1L3	yellow
SUN2	SUN2	yellow
NCOA3	NCOA3	yellow
ENDOD1	ENDOD1	yellow
ECHDC3	ECHDC3	yellow
KSR1	KSR1	yellow
SSH2	SSH2	yellow
EML4///ALK	EML4///ALK	yellow
INMT-FAM188B///FAM188B	INMT-FAM188B///FAM188B	yellow
STARD3	STARD3	yellow
EGFR	EGFR	yellow
MCF2L	MCF2L	yellow
KCNK3	KCNK3	yellow
ZBTB34	ZBTB34	yellow
MUT	MUT	yellow
AVIL	AVIL	yellow
WBSCR17	WBSCR17	yellow
CRYAB	CRYAB	yellow
IFNAR2	IFNAR2	yellow
TCEAL6///TCEAL2///TCEAL3	TCEAL6///TCEAL2///TCEAL3	yellow
FAM174B	FAM174B	yellow
PPP1CB	PPP1CB	yellow
WIPI1	WIPI1	yellow
FAM76A	FAM76A	yellow
C1orf132///MIR29B2	C1orf132///MIR29B2	yellow
KHDRBS3	KHDRBS3	yellow
PEAR1	PEAR1	yellow
CACNA2D3	CACNA2D3	yellow
CPVL	CPVL	yellow
ADRA1A	ADRA1A	yellow
IVNS1ABP	IVNS1ABP	yellow
CARMIL1	CARMIL1	yellow
PP12719	PP12719	yellow
GPD1L	GPD1L	yellow
ETV6///INO80D	ETV6///INO80D	yellow
ZNF652	ZNF652	yellow
CD80	CD80	yellow
KIAA0040	KIAA0040	yellow
FAR2	FAR2	yellow
WFDC1	WFDC1	yellow
SRGAP2C///SRGAP2B///SRGAP2	SRGAP2C///SRGAP2B///SRGAP2	yellow
TRAF3	TRAF3	yellow
TCEAL1	TCEAL1	yellow
CALCOCO2	CALCOCO2	yellow
NRP1	NRP1	yellow
ARRB1	ARRB1	yellow
FAT1	FAT1	yellow
PRX	PRX	yellow
PPL	PPL	yellow
SYNC	SYNC	yellow
IRS2	IRS2	yellow
BMP2K	BMP2K	yellow
MPP6	MPP6	yellow
EFNB1	EFNB1	yellow
CTTNBP2NL	CTTNBP2NL	yellow
PLA2G4A	PLA2G4A	yellow
CD44	CD44	yellow
RAI14	RAI14	yellow
DHX32	DHX32	yellow
SCNN1B	SCNN1B	yellow
PTPRG	PTPRG	yellow
PNMT	PNMT	yellow
CD99	CD99	yellow
OTUD7B	OTUD7B	yellow
MAMLD1	MAMLD1	yellow
F10	F10	yellow
TPM1	TPM1	yellow
INPP5A	INPP5A	yellow
PDE4DIP	PDE4DIP	yellow
EPB41L3	EPB41L3	yellow
MXD4	MXD4	yellow
PLA2G16	PLA2G16	yellow
SRGAP2D///SRGAP2C///SRGAP2B///SRGAP2	SRGAP2D///SRGAP2C///SRGAP2B///SRGAP2	yellow
LOC202181	LOC202181	yellow
ROR1	ROR1	yellow
PAPSS2	PAPSS2	yellow
SLC43A1	SLC43A1	yellow
TMEM139	TMEM139	yellow
LIN52	LIN52	yellow
PON2	PON2	yellow
PAIP2B///VPS36	PAIP2B///VPS36	yellow
RUNX1	RUNX1	yellow
RAPH1	RAPH1	yellow
KLF7	KLF7	yellow
CSPG4	CSPG4	yellow
ADAT2	ADAT2	yellow
IL7	IL7	yellow
TCEAL4	TCEAL4	yellow
SLC44A1	SLC44A1	yellow
VSIG10	VSIG10	yellow
RHNO1	RHNO1	yellow
ZFHX3	ZFHX3	yellow
CTNNBIP1	CTNNBIP1	yellow
PIK3C2A	PIK3C2A	yellow
LIMS2	LIMS2	yellow
PLCD1	PLCD1	yellow
ARL4D	ARL4D	yellow
CNOT8	CNOT8	yellow
SYNJ2	SYNJ2	yellow
WASF2	WASF2	yellow
SIRT5	SIRT5	yellow
SEC22C	SEC22C	yellow
LGALS3	LGALS3	yellow
AFF1	AFF1	yellow
IL13RA2	IL13RA2	yellow
GFOD1	GFOD1	yellow
ZHX3	ZHX3	yellow
SORBS3	SORBS3	yellow
XYLT1	XYLT1	yellow
PRR16	PRR16	yellow
PCDH1	PCDH1	yellow
SOX13	SOX13	yellow
ELMO1	ELMO1	yellow
CORO6	CORO6	yellow
LOC100996724///PDE4DIP	LOC100996724///PDE4DIP	yellow
ZNF358	ZNF358	yellow
FAM46B	FAM46B	yellow
INPP5K	INPP5K	yellow
TCF7L1	TCF7L1	yellow
LGI4	LGI4	yellow
PPM1L	PPM1L	yellow
SLCO1A2	SLCO1A2	yellow
FOXO1	FOXO1	yellow
LAMC1	LAMC1	yellow
STK32A	STK32A	yellow
TMEM44	TMEM44	yellow
MIR148B	MIR148B	yellow
CCND2	CCND2	yellow
